"No.
story",Title,Directed by,Written by,Original air date,"Prod.
code","UK viewers
(millions)",AI
156,Doctor Who,Geoffrey Sax,Matthew Jacobs,"12 May 1996 (1996-05-12) (Canada)
14 May 1996 (USA)
27 May 1996 (UK)",50/LDX071Y/01X,9.08,75
